year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,HL,MVP,set_number
2018.0,summer,LCK,1,bbq,MVP,bbq,MVP,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/720136?gameHash=1d2eb7d455152c7e&tab=overview,https://www.youtube.com/watch?v=6wu9kZaVJho,https://www.youtube.com/watch?v=6wu9kZaVJho&t=6m47s,https://www.youtube.com/watch?v=KIxJaNESqWg&t=10s,Yondu,1.0
2018.0,summer,LCK,1,,,MVP,bbq,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/720143?gameHash=87961f73ecec0bc9&tab=overview,https://www.youtube.com/watch?v=SBqcoEYyEwM,https://www.youtube.com/watch?v=SBqcoEYyEwM&t=6m59s,https://www.youtube.com/watch?v=cnR1SSQcWA8&t=10s,Ian,2.0
2018.0,summer,LCK,1,GRF,HLE,GRF,HLE,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/730202?gameHash=bb9389657f612a6d&tab=overview,https://www.youtube.com/watch?v=S1HpojB0-CI,https://www.youtube.com/watch?v=S1HpojB0-CI&t=8m10s,https://www.youtube.com/watch?v=Bqcr20ha8CI&t=10s,Lindarang,1.0
2018.0,summer,LCK,1,,,HLE,GRF,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/720189?gameHash=1145a5165c23603d&tab=overview,https://www.youtube.com/watch?v=_A2jCZYjVrI,https://www.youtube.com/watch?v=_A2jCZYjVrI&t=8m53s,https://www.youtube.com/watch?v=iNKMeUholEE&t=10s,Lehends,2.0
2018.0,summer,LCK,1,,,GRF,HLE,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/720196?gameHash=7352467eb94cd57f,https://www.youtube.com/watch?v=8v6rlzQ2cJ8,https://www.youtube.com/watch?v=8v6rlzQ2cJ8&t=10m55s,https://www.youtube.com/watch?v=S4R60n71QWA&t=10s,Chovy,3.0
2018.0,summer,LCK,1,KZ,GEN,KZ,GEN,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/730255?gameHash=ac40c2be3f5f4194&tab=overview,https://www.youtube.com/watch?v=iS0ILAlSdAM&t=19m14s,https://www.youtube.com/watch?v=iS0ILAlSdAM&t=42m59s,https://www.youtube.com/watch?v=Pn-mYtD3ssE&t=10s,Cuzz,1.0
2018.0,summer,LCK,1,,,GEN,KZ,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/730267?gameHash=a54425f4aa3026f1&tab=overview,https://www.youtube.com/watch?v=RhaO8w_IxnM&t=8m26s,https://www.youtube.com/watch?v=RhaO8w_IxnM&t=15m32s,https://www.youtube.com/watch?v=gNkOfQVXHoU&t=10s,Haru,2.0
2018.0,summer,LCK,1,,,KZ,GEN,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/730273?gameHash=d157849043d041ed&tab=overview,https://www.youtube.com/watch?v=z3WARXSkrco&t=6m14s,https://www.youtube.com/watch?v=z3WARXSkrco&t=14m17s,https://www.youtube.com/watch?v=CMoVfyWe4OM&t=10s,Fly,3.0
2018.0,summer,LCK,1,AF,SKT,AF,SKT,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/730277?gameHash=4afdc744543dc0dd&tab=overview,https://www.youtube.com/watch?v=hnZlGzkqHfw&t=10m6s,https://www.youtube.com/watch?v=hnZlGzkqHfw&t=17m15s,https://www.youtube.com/watch?v=kVDoQxH6CBw&t=10s,Spirit,1.0
2018.0,summer,LCK,1,,,SKT,AF,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/730298?gameHash=458b5eb58f54a0ab&tab=overview,https://www.youtube.com/watch?v=-mpYzpDe73M&t=7m,https://www.youtube.com/watch?v=-mpYzpDe73M&t=14m34s,https://www.youtube.com/watch?v=6yuFnkvihjM&t=10s,TusiN,2.0
